transaction_id,user_id,amount,date_time,location,ip_address,device,transaction_type,frequency_last_24h,fraud
312,398,2505.21,2025-05-20 08:56:07,Slatina,111.31.34.77,computer,in-person,1,0
313,233,821.67,2025-04-18 13:35:06,London,6.58.246.127,phone,online,3,0
314,434,489.25,2024-08-30 11:00:32,Constanta,253.65.229.79,computer,online,1,0
315,243,2497.54,2024-08-02 18:31:07,Paris,194.227.20.75,laptop,online,3,1
316,43,107.97,2024-08-31 05:47:28,Bucharest,95.33.167.60,phone,online,1,0
317,177,1247.46,2024-10-12 03:23:48,London,231.144.233.170,computer,in-person,3,0
318,289,479.46,2024-08-31 07:04:21,Paris,14.30.17.76,computer,in-person,0,0
319,150,2519.92,2024-09-09 14:06:14,London,244.79.209.85,laptop,online,0,0
320,398,2186.85,2025-04-05 18:08:25,Paris,138.45.192.239,laptop,online,1,0
321,210,2104.44,2024-06-06 00:33:30,Berlin,152.127.197.170,phone,online,2,0
322,22,520.57,2025-02-08 06:51:15,Sydney,162.225.8.154,laptop,in-person,3,0
323,142,2050.22,2025-04-27 17:09:08,Craiova,153.247.73.4,computer,online,2,0
324,355,678.08,2025-01-02 21:10:15,New York,11.100.194.81,laptop,in-person,2,0
325,83,518.31,2025-01-02 17:51:46,Slatina,175.130.133.115,computer,in-person,2,0
326,272,2896.52,2024-08-18 06:51:24,Bucharest,6.78.128.87,laptop,in-person,4,0
327,14,540.02,2025-01-30 08:39:13,Los Angeles,220.239.49.106,phone,online,2,0
328,409,190.41,2024-06-11 09:23:18,Berlin,114.150.27.131,laptop,in-person,2,0
329,80,1334.6,2025-01-23 07:16:44,Tokyo,50.100.61.202,computer,in-person,2,0
330,498,745.91,2024-06-06 05:24:21,Paris,3.127.20.151,computer,online,2,0
331,229,2832.45,2024-12-23 22:01:52,Constanta,184.250.178.240,phone,online,1,1
332,143,2373.81,2025-03-09 10:44:08,London,192.129.189.22,computer,in-person,4,0
333,438,1057.73,2025-04-02 08:41:14,Bucharest,85.28.120.157,computer,in-person,5,0
334,377,2282.91,2025-01-18 01:26:03,Chicago,41.249.186.127,computer,in-person,1,0
335,45,1402.37,2025-02-11 18:58:27,Berlin,11.164.250.187,computer,online,1,0
336,54,556.28,2025-05-08 02:32:43,Paris,172.182.12.245,phone,in-person,0,1
337,127,1305.48,2024-08-04 19:52:10,Miami,213.149.235.175,laptop,in-person,0,0
338,467,1205.6,2025-02-11 02:28:31,Miami,211.31.38.228,computer,in-person,0,0
339,496,938.14,2025-04-07 02:43:39,Sydney,74.239.6.134,computer,in-person,4,0
340,408,1990.61,2025-03-25 23:08:32,Los Angeles,224.5.242.220,computer,online,2,0
341,62,2781.43,2025-05-20 20:25:27,Slatina,227.143.61.92,laptop,in-person,2,0
342,45,2614.56,2024-09-23 22:17:46,Constanta,71.1.210.82,laptop,online,4,0
343,99,2739.74,2025-03-14 04:03:52,Paris,128.96.160.91,computer,in-person,5,0
344,346,2006.82,2024-07-28 14:10:35,Slatina,11.183.203.244,computer,in-person,0,0
345,452,2793.99,2024-08-28 07:35:54,Cluj,88.155.33.43,computer,online,2,1
346,146,95.74,2025-03-20 07:57:19,Cluj,122.250.88.64,computer,in-person,3,0
347,9,2716.2,2025-02-13 10:27:53,Craiova,84.135.91.14,computer,in-person,2,0
348,302,1406.53,2025-01-20 23:45:00,Cluj,128.196.46.89,computer,in-person,1,0
349,46,2071.19,2024-11-10 21:25:43,Bucharest,71.6.237.25,phone,in-person,2,0
350,15,447.8,2024-07-16 00:40:44,Los Angeles,182.195.233.20,laptop,in-person,2,0
351,393,1350.23,2024-06-24 07:59:25,Tokyo,5.235.135.122,phone,in-person,4,0
352,353,604.21,2025-01-15 00:59:06,Miami,82.234.151.62,computer,online,0,0
353,81,875.76,2024-07-11 19:12:43,Los Angeles,50.207.57.103,computer,online,5,0
354,190,2913.1,2025-05-20 02:40:19,Los Angeles,156.80.4.190,computer,in-person,3,0
355,286,518.39,2024-06-14 17:23:12,Slatina,236.246.220.204,laptop,in-person,1,0
356,314,2605.84,2025-03-25 23:25:26,New York,25.242.248.214,phone,in-person,0,0
357,263,29.78,2024-11-17 03:32:58,Miami,204.70.62.199,computer,in-person,2,0
358,115,1222.03,2024-11-25 17:12:19,Tokyo,197.39.30.110,phone,in-person,1,0
359,264,2831.13,2024-08-15 23:52:10,Berlin,64.197.202.228,laptop,online,1,0
360,428,301.98,2025-03-03 12:54:11,Bucharest,110.119.206.214,phone,in-person,1,0
361,291,2510.9,2025-02-07 15:34:28,Los Angeles,103.193.54.24,laptop,in-person,3,0
362,24,1875.2,2025-01-05 21:18:51,Craiova,57.84.109.15,computer,online,4,0
363,466,865.54,2024-06-19 22:03:36,Paris,161.0.117.188,computer,in-person,6,0
364,250,1270.02,2024-08-27 05:28:22,Paris,46.233.25.116,computer,in-person,2,0
365,476,1566.33,2024-09-27 05:12:27,Tokyo,121.51.253.122,laptop,online,1,0
366,48,2999.59,2024-08-01 10:17:57,Los Angeles,198.71.84.10,computer,in-person,1,0
367,109,23.74,2024-10-12 09:57:27,Paris,100.1.119.139,phone,in-person,3,0
368,72,2171.07,2024-07-20 01:44:26,Berlin,37.133.6.228,computer,online,1,0
369,363,284.44,2025-04-26 13:11:14,Constanta,48.241.104.251,phone,in-person,6,0
370,332,660.7,2025-02-03 11:27:05,Paris,84.70.87.39,laptop,online,2,1
371,103,328.66,2024-07-22 02:29:32,Craiova,94.93.208.170,phone,online,3,0
372,132,1868.99,2024-11-23 06:03:25,Slatina,98.183.242.94,computer,in-person,1,0
373,350,1543.5,2024-12-20 17:05:49,Los Angeles,161.113.88.118,laptop,online,2,0
374,308,2216.7,2024-10-21 11:27:42,Chicago,198.173.217.102,laptop,in-person,0,1
375,451,2663.16,2024-09-09 22:05:21,Sydney,109.114.94.236,laptop,online,2,0
376,431,956.14,2024-08-13 03:25:27,Miami,164.129.12.83,computer,in-person,1,0
377,238,1128.21,2024-09-24 04:09:59,Constanta,135.161.157.196,computer,in-person,3,0
378,219,2235.86,2024-08-11 04:53:09,Miami,82.92.124.145,computer,online,4,0
379,238,2963.56,2024-10-31 22:36:18,Slatina,225.93.23.17,laptop,in-person,3,0
380,31,2294.33,2024-08-21 19:30:42,Paris,149.232.46.62,computer,online,2,0
381,114,1721.2,2025-03-29 00:28:53,Los Angeles,249.17.76.62,laptop,in-person,4,0
382,212,326.01,2024-07-06 10:22:30,Slatina,107.237.205.10,computer,online,1,0
383,230,1916.4,2025-04-01 14:07:58,Chicago,184.218.160.9,laptop,online,5,0
384,218,1156.21,2024-12-09 07:09:23,Constanta,246.244.66.209,laptop,in-person,2,0
385,143,1887.65,2024-10-06 13:50:33,Craiova,34.11.77.35,phone,in-person,4,0
386,81,1482.76,2025-03-15 08:10:07,Bucharest,140.51.1.180,laptop,online,2,0
387,81,407.67,2025-04-15 10:06:15,London,70.151.246.160,laptop,online,2,0
388,324,1326.58,2025-01-06 05:24:45,Chicago,7.123.152.32,phone,in-person,3,0
389,481,2585.21,2025-02-11 17:38:41,Tokyo,27.173.146.2,laptop,online,2,0
390,481,2099.8,2024-07-11 05:02:41,Craiova,153.222.162.137,phone,online,2,0
391,17,2131.96,2025-05-14 02:20:59,Tokyo,197.67.214.207,laptop,online,3,0
392,231,535.72,2024-09-26 09:25:30,New York,216.34.216.70,laptop,in-person,2,0
393,402,1585.11,2025-02-08 10:49:01,Constanta,240.224.45.178,laptop,in-person,4,0
394,133,2419.12,2024-08-05 08:59:36,Tokyo,247.60.72.124,phone,online,1,1
395,399,1675.6,2024-05-27 01:43:29,London,74.184.243.133,laptop,in-person,3,0
396,418,2151.57,2025-01-20 23:31:53,Tokyo,172.197.249.235,computer,in-person,2,0
397,183,971.26,2024-07-03 03:23:49,Los Angeles,48.68.145.237,laptop,online,0,0
398,369,2794.72,2025-01-05 16:21:02,Tokyo,201.168.240.45,phone,online,2,0
399,470,1092.83,2024-10-16 04:22:08,New York,15.139.209.19,computer,online,0,0
400,236,725.26,2024-10-16 04:13:22,London,170.126.159.120,computer,online,5,0
401,162,2641.97,2025-01-04 17:21:59,Paris,15.100.250.43,phone,in-person,4,0
402,359,551.08,2024-10-08 19:54:37,Slatina,213.65.101.178,laptop,in-person,4,0
403,262,1421.91,2024-12-22 13:13:41,London,220.253.214.229,phone,online,0,0
404,373,1823.28,2024-09-10 02:56:42,Miami,82.160.73.215,laptop,online,1,0
405,340,2648.26,2024-12-07 00:57:24,Bucharest,253.14.234.205,computer,in-person,1,0
406,494,417.07,2025-02-05 10:48:34,Berlin,223.254.241.106,computer,online,3,0
407,442,1492.15,2024-05-28 21:12:03,Los Angeles,218.246.155.51,phone,online,1,0
408,108,2267.67,2025-01-23 07:36:33,Cluj,99.206.236.9,phone,in-person,1,0
409,296,2004.56,2024-10-05 18:07:52,Cluj,74.219.215.236,computer,online,3,1
410,390,618.79,2024-07-15 18:30:43,Miami,6.233.190.14,laptop,online,6,0
411,62,2670.1,2025-01-15 22:11:52,Constanta,91.55.30.125,laptop,online,3,0
412,373,660.59,2025-03-20 15:43:45,Bucharest,99.240.209.32,laptop,in-person,3,0
413,89,1571.42,2024-10-15 04:18:47,Slatina,97.16.223.130,laptop,online,1,0
414,291,348.37,2024-08-23 01:26:25,Paris,206.144.3.115,computer,in-person,2,0
415,496,552.23,2024-11-03 20:52:20,Bucharest,137.235.47.73,phone,online,2,0
416,168,1237.76,2024-07-15 05:25:06,London,231.73.198.161,computer,online,5,0
417,84,1510.26,2025-05-19 09:51:45,Tokyo,231.64.106.40,phone,online,4,0
418,495,799.41,2024-08-25 03:18:13,Berlin,232.216.196.66,computer,online,1,0
419,52,171.92,2024-06-16 22:22:10,Los Angeles,64.0.209.63,phone,in-person,0,0
420,294,2978.42,2024-10-26 09:39:24,Bucharest,22.37.229.47,computer,in-person,1,0
421,438,1378.95,2024-10-21 06:58:42,Los Angeles,46.34.187.68,laptop,online,1,0
422,43,1475.5,2024-10-20 11:11:25,Sydney,232.198.80.21,phone,online,3,0
423,441,1588.68,2024-06-08 19:35:23,Tokyo,18.11.204.117,computer,online,5,0
424,260,1956.23,2025-03-14 03:19:57,New York,177.124.177.247,phone,online,1,0
425,321,415.39,2024-06-02 03:34:37,Slatina,185.238.178.75,computer,in-person,4,0
426,316,2766.91,2025-04-20 06:03:06,Chicago,13.242.129.202,phone,in-person,1,0
427,216,2435.14,2025-01-27 05:05:36,Cluj,178.57.152.166,computer,online,2,0
428,348,377.56,2024-12-06 00:15:10,Craiova,43.205.254.94,laptop,online,4,0
429,206,451.74,2025-04-04 14:13:00,Craiova,96.225.223.116,computer,online,1,0
430,314,2795.34,2024-10-31 15:25:13,Berlin,207.1.61.142,laptop,online,0,0
431,477,162.9,2024-11-25 23:48:00,Cluj,111.92.221.23,phone,online,1,0
432,109,525.67,2024-09-01 02:40:56,Cluj,99.158.148.16,computer,online,6,0
433,289,1589.57,2024-07-17 07:30:45,Sydney,45.130.192.170,computer,in-person,2,0
434,129,2867.18,2024-10-04 22:12:32,Berlin,72.205.97.146,computer,in-person,1,0
435,395,21.57,2025-01-08 12:30:18,Slatina,217.52.160.150,computer,online,2,0
436,481,298.95,2025-01-14 06:05:37,Paris,232.72.219.137,phone,online,0,0
437,35,2103.32,2024-11-21 20:35:27,Los Angeles,98.30.126.113,computer,in-person,1,0
438,328,864.09,2024-08-01 14:41:26,Miami,120.242.135.176,phone,online,4,0
439,65,2388.73,2025-03-26 07:26:14,Berlin,174.133.201.95,phone,in-person,4,0
440,458,2978.3,2025-01-20 23:36:36,Los Angeles,175.157.223.7,computer,online,1,0
441,426,2218.77,2025-03-23 07:13:29,Cluj,110.182.161.212,laptop,online,4,1
442,339,2547.21,2025-04-16 13:54:54,London,240.236.227.32,computer,in-person,3,1
443,50,2704.88,2025-02-15 02:33:06,Craiova,92.147.45.81,laptop,online,3,0
444,283,2085.9,2024-07-02 13:05:18,Tokyo,154.108.253.181,computer,online,2,0
445,220,2382.59,2024-12-15 22:50:38,Cluj,198.97.185.73,laptop,online,2,0
446,458,2047.18,2024-06-28 11:26:10,Chicago,10.76.82.90,laptop,online,3,0
447,419,1875.88,2025-01-28 18:59:13,Constanta,161.53.140.120,phone,in-person,4,0
448,13,387.28,2024-06-27 15:41:34,Constanta,91.18.77.251,computer,in-person,0,0
449,275,2799.79,2025-03-04 14:24:48,London,36.137.195.97,phone,in-person,3,0
450,273,1532.77,2024-05-28 13:35:10,Constanta,2.70.14.214,phone,online,1,0
451,320,444.98,2024-12-21 23:20:16,Chicago,225.27.17.94,phone,in-person,2,0
452,247,1495.43,2025-02-17 03:35:59,Constanta,201.138.199.6,phone,online,4,0
453,138,1965.16,2025-04-19 16:27:33,Tokyo,61.28.180.198,computer,online,0,0
454,324,2499.13,2024-10-13 10:06:00,Bucharest,146.55.98.160,phone,in-person,5,0
455,261,496.32,2024-08-03 09:27:49,Constanta,39.86.199.231,phone,in-person,3,0
456,202,2733.93,2025-03-10 23:45:09,Chicago,232.8.108.12,phone,online,0,0
457,279,688.87,2025-04-29 02:58:25,New York,247.43.240.27,laptop,in-person,2,0
458,61,2503.55,2024-07-28 05:16:55,Cluj,241.141.139.117,phone,online,4,1
459,272,1405.22,2025-01-23 22:30:13,New York,100.84.33.99,computer,in-person,1,0
460,248,1144.95,2024-08-21 01:46:02,Craiova,200.150.218.103,phone,in-person,1,0
461,233,2630.07,2024-07-24 07:16:26,Cluj,89.6.174.138,phone,online,2,0
462,96,1193.88,2024-11-13 23:45:38,Craiova,177.118.92.125,laptop,in-person,0,0
463,74,2280.68,2024-11-17 07:08:42,Miami,15.5.203.186,phone,online,5,0
464,445,1668.86,2025-03-08 01:51:54,Chicago,91.146.167.181,computer,in-person,3,0
465,382,482.07,2025-04-20 18:16:50,Cluj,194.164.151.71,laptop,online,7,0
466,348,219.7,2025-04-10 05:53:15,Chicago,112.230.157.163,computer,online,0,0
467,109,1571.5,2024-10-07 21:28:30,Los Angeles,141.116.153.111,laptop,online,0,0
468,72,1036.06,2025-04-03 01:43:30,Cluj,188.65.234.32,computer,in-person,1,0
469,467,2338.24,2025-05-09 19:04:40,Sydney,117.154.22.192,computer,in-person,0,0
470,320,2702.89,2024-09-09 01:25:11,Berlin,187.163.158.213,laptop,online,4,0
471,352,327.23,2025-04-09 05:08:00,Craiova,163.237.23.161,computer,online,3,0
472,439,885.71,2024-08-29 00:06:51,Paris,239.118.34.128,laptop,online,2,0
473,474,328.16,2024-05-22 23:37:34,Constanta,22.171.60.184,computer,online,3,0
474,51,790.89,2025-04-22 05:00:01,Slatina,99.190.164.133,laptop,in-person,3,0
475,289,916.4,2024-12-21 01:10:24,Paris,43.79.201.148,computer,in-person,4,0
476,39,2331.49,2025-01-28 15:47:34,Los Angeles,148.118.229.160,phone,in-person,4,0
477,253,1690.64,2024-08-09 17:18:53,Slatina,5.106.64.94,computer,online,2,0
478,383,2675.65,2024-10-09 19:51:38,Miami,7.101.63.154,phone,in-person,2,0
479,115,914.92,2024-06-20 13:37:37,Craiova,139.103.137.133,computer,online,3,0
480,73,2335.97,2024-06-24 21:40:06,New York,10.20.53.175,phone,online,0,0
481,264,373.47,2024-10-29 14:26:17,Los Angeles,223.185.251.118,laptop,in-person,1,0
482,167,354.15,2025-04-19 23:39:13,Sydney,147.82.150.132,laptop,in-person,5,0
483,457,633.7,2024-11-02 14:04:37,Craiova,87.190.148.33,laptop,in-person,3,0
484,183,1471.22,2025-05-06 11:14:41,Paris,11.55.102.92,laptop,in-person,1,0
485,249,2355.64,2024-05-31 22:40:13,Sydney,62.203.108.52,phone,in-person,2,0
486,294,2453.52,2024-08-24 09:04:27,Miami,116.84.209.225,computer,online,2,1
487,399,2021.36,2024-10-02 15:24:36,Craiova,19.60.86.35,computer,in-person,0,0
488,251,1003.92,2024-11-27 05:18:49,Berlin,248.112.26.1,phone,in-person,4,0
489,252,2327.02,2024-12-05 04:57:38,Tokyo,57.204.71.10,phone,online,1,0
490,277,2357.31,2025-05-05 00:25:16,Slatina,12.13.17.75,computer,online,2,0
491,205,1074.65,2025-02-13 00:00:05,Craiova,97.83.7.111,laptop,online,9,0
492,462,1653.92,2025-01-12 03:46:12,Paris,41.135.247.228,phone,online,1,0
493,420,578.29,2024-07-22 04:20:35,Slatina,81.189.231.40,laptop,online,0,0
494,416,1198.78,2024-06-11 02:57:06,Sydney,250.152.148.161,computer,in-person,3,0
495,472,2789.93,2025-04-30 07:32:29,Tokyo,100.16.236.99,computer,in-person,1,1
496,341,433.23,2024-11-13 10:41:34,Paris,174.88.240.125,computer,in-person,2,0
497,295,2682.28,2024-08-05 22:11:04,Cluj,158.147.123.198,phone,in-person,2,1
498,175,1488.97,2024-10-17 03:57:42,London,18.151.192.85,computer,in-person,1,0
499,43,1663.46,2025-03-02 02:34:02,Berlin,195.154.200.74,laptop,online,1,0
500,106,407.68,2025-04-02 08:38:52,Los Angeles,75.228.240.16,phone,in-person,1,0
501,97,1983.94,2025-03-04 11:42:57,Bucharest,248.80.223.62,phone,online,3,0
502,402,364.96,2025-01-03 09:11:02,Berlin,83.241.90.19,computer,in-person,2,0
503,84,1233.66,2024-07-30 05:10:33,Berlin,92.73.63.212,phone,in-person,3,0
504,244,2387.72,2024-10-22 18:40:06,Miami,236.253.38.103,phone,online,0,0
505,383,720.59,2024-06-03 22:02:50,Miami,58.100.204.158,computer,online,2,0
506,460,1760.41,2024-10-02 00:00:54,Miami,182.18.253.196,computer,online,1,0
507,235,1191.49,2025-05-02 23:41:30,Cluj,214.139.193.238,computer,in-person,2,0
508,380,2821.05,2025-03-23 21:45:12,Bucharest,33.63.62.177,laptop,in-person,2,0
509,336,2737.13,2024-09-29 11:51:32,Miami,235.39.147.96,laptop,online,1,0
510,45,362.38,2025-05-14 16:01:40,Slatina,43.116.61.176,computer,online,3,0
511,339,817.23,2024-09-23 01:49:10,Chicago,44.251.184.117,laptop,in-person,3,0
512,42,1430.9,2025-04-05 23:21:48,Constanta,246.139.220.19,phone,in-person,3,0
513,161,1948.14,2024-06-18 17:32:47,Slatina,20.170.61.143,laptop,online,1,0
514,422,2492.26,2024-10-05 17:17:22,Bucharest,49.40.196.249,laptop,in-person,1,0
515,170,2465.51,2024-10-18 03:19:27,Miami,245.108.62.123,phone,online,1,0
516,391,620.86,2025-02-18 22:03:07,Constanta,9.88.130.222,computer,online,1,0
517,158,984.07,2025-01-06 20:22:35,Chicago,34.199.30.94,phone,online,4,0
518,133,1406.18,2025-02-21 23:12:01,Sydney,98.216.196.188,laptop,online,4,0
519,119,1963.96,2024-06-16 19:03:46,Tokyo,32.233.122.101,laptop,in-person,0,0
520,97,819.94,2025-03-11 22:12:36,Miami,162.206.22.115,computer,online,2,0
521,442,1233.99,2025-01-16 21:51:53,Chicago,41.186.126.160,phone,online,4,0
522,277,690.15,2025-01-29 14:16:04,Tokyo,151.79.185.145,computer,in-person,0,0
523,51,625.06,2024-09-30 22:18:10,Chicago,177.40.211.221,laptop,online,1,0
524,322,2669.5,2024-07-20 06:47:28,Miami,88.52.248.115,computer,in-person,3,1
525,22,654.23,2025-01-08 12:07:34,Chicago,55.137.165.37,computer,online,2,0
526,125,2754.15,2025-01-29 06:01:34,Sydney,249.48.44.100,phone,online,0,0
527,73,2073.54,2025-05-06 07:16:32,Chicago,5.202.128.111,phone,in-person,5,0
528,138,2048.99,2024-08-27 20:52:38,Sydney,20.154.109.101,computer,in-person,0,0
529,89,983.64,2024-10-01 19:33:40,Craiova,221.120.32.194,laptop,in-person,1,0
530,208,818.88,2025-03-27 08:06:38,Los Angeles,17.99.45.187,computer,in-person,1,0
531,483,1200.61,2025-05-04 06:25:43,Tokyo,180.23.135.133,phone,online,0,0
532,307,524.89,2025-04-23 07:08:45,Craiova,251.238.224.179,laptop,in-person,1,0
533,104,2188.31,2024-06-07 17:51:57,Berlin,51.193.0.16,computer,online,1,0
534,20,2119.95,2025-05-16 08:53:26,Paris,215.129.193.43,computer,in-person,3,0
535,231,1159.66,2025-03-25 00:15:07,Slatina,69.123.114.198,laptop,in-person,2,1
536,206,1301.79,2025-05-16 16:57:08,New York,186.11.3.141,laptop,in-person,4,0
537,471,2465.76,2025-03-15 16:02:35,Miami,50.158.204.145,phone,online,5,0
538,318,1329.29,2025-04-27 04:49:06,Craiova,220.147.33.94,computer,in-person,2,0
539,62,1542.46,2024-08-07 03:54:14,Paris,243.230.197.27,computer,online,3,0
540,349,2426.21,2025-02-26 00:11:14,Miami,234.245.35.111,computer,in-person,3,0
541,379,652.17,2024-08-04 18:52:12,Chicago,10.220.75.172,laptop,online,3,0
542,428,740.56,2025-05-04 05:07:17,Cluj,81.148.163.110,laptop,in-person,1,0
543,350,354.45,2024-07-27 09:30:43,Berlin,94.33.5.117,phone,in-person,1,0
544,444,750.13,2025-01-07 01:38:05,London,203.211.4.23,computer,in-person,2,0
545,252,1958.78,2025-01-04 01:23:47,Cluj,62.186.40.210,laptop,online,0,0
546,365,988.43,2024-09-08 20:06:27,Miami,120.232.4.247,phone,in-person,4,0
547,387,2140.4,2024-08-16 19:51:41,Craiova,147.219.223.253,phone,online,1,0
548,13,1526.86,2024-11-19 15:34:36,Sydney,212.178.147.230,computer,online,1,0
549,18,261.51,2024-12-09 08:28:55,London,159.88.231.175,laptop,online,2,0
550,495,1723.64,2025-02-08 13:06:15,Berlin,196.214.13.75,phone,in-person,0,0
551,361,49.71,2024-12-28 03:21:20,Cluj,127.25.159.39,laptop,in-person,2,0
552,32,1284.69,2025-02-13 01:52:35,Cluj,31.82.68.74,computer,in-person,1,0
553,473,2632.82,2024-08-17 05:29:39,Los Angeles,148.217.239.224,phone,in-person,2,0
554,426,81.71,2024-11-26 03:43:04,Craiova,208.82.177.160,laptop,in-person,2,0
555,342,1401.97,2025-04-16 02:30:21,Berlin,59.220.24.126,laptop,online,2,0
556,397,1646.65,2025-01-17 06:50:03,Sydney,74.51.40.214,laptop,online,2,0
557,487,2203.08,2024-06-21 14:00:22,Bucharest,169.30.43.23,computer,in-person,3,0
558,430,2291.7,2024-12-26 21:33:20,Slatina,182.219.218.178,laptop,online,3,1
559,380,2507.85,2024-06-19 14:46:06,Berlin,140.65.203.135,phone,online,2,0
560,153,2605.05,2025-04-06 09:28:23,Los Angeles,79.178.193.196,computer,online,2,0
561,20,221.68,2025-03-27 05:04:43,Los Angeles,5.237.227.101,computer,online,2,0
562,368,1237.1,2024-07-09 16:28:27,Tokyo,19.83.226.49,laptop,online,2,0
563,108,2494.67,2024-07-03 04:30:38,London,115.75.143.91,computer,online,2,1
564,230,2696.41,2024-07-07 22:51:46,Berlin,61.55.70.165,computer,online,3,0
565,317,1429.07,2024-11-03 08:26:00,Craiova,91.111.175.162,computer,in-person,1,0
566,103,1257.52,2024-06-12 02:17:50,New York,24.192.112.95,laptop,in-person,3,0
567,479,1525.34,2024-10-29 19:46:35,Cluj,45.137.88.146,phone,in-person,2,0
568,375,2801.81,2025-01-08 18:47:00,Slatina,237.146.242.216,computer,in-person,1,0
569,425,2399.09,2024-07-22 19:37:17,Paris,169.100.170.238,laptop,online,3,0
570,247,1635.2,2024-07-19 21:44:47,Slatina,77.148.156.124,computer,online,2,0
571,270,2487.71,2025-04-12 09:20:02,Sydney,79.199.21.163,phone,online,2,0
572,262,2175.3,2024-11-14 14:35:26,Sydney,113.26.35.84,phone,online,4,0
573,195,1290.66,2024-11-10 02:55:44,Sydney,120.157.253.134,laptop,in-person,2,0
574,287,2419.2,2025-01-10 02:38:44,Tokyo,231.64.142.62,phone,online,1,0
575,170,2555.4,2024-07-10 10:21:40,Chicago,26.188.83.95,computer,online,1,0
576,314,1578.34,2025-05-04 20:45:05,Constanta,180.52.37.154,phone,online,2,0
577,490,2962.43,2024-07-31 00:38:13,Constanta,158.181.246.252,phone,in-person,1,0
578,368,2379.54,2025-02-22 17:54:34,Chicago,67.82.232.17,laptop,in-person,1,0
579,318,1210.77,2025-01-13 13:37:40,Berlin,115.222.130.155,phone,in-person,2,0
580,50,1984.47,2024-12-08 11:33:53,Slatina,4.125.115.165,laptop,in-person,1,0
581,111,396.28,2025-01-22 08:48:39,New York,77.160.238.181,computer,in-person,2,0
582,142,982.35,2025-03-05 02:21:15,Berlin,118.238.167.239,laptop,in-person,2,0
583,94,432.38,2025-03-10 05:34:22,Berlin,36.12.19.204,laptop,in-person,1,0
584,39,2980.13,2024-10-01 07:50:10,Craiova,78.118.214.251,phone,online,3,0
585,304,505.45,2024-05-26 16:40:07,Los Angeles,44.72.6.231,computer,in-person,2,0
586,143,344.35,2024-06-02 07:12:15,Cluj,174.213.184.127,computer,in-person,2,0
587,480,402.34,2024-07-19 10:17:59,New York,218.141.215.25,computer,online,1,0
588,438,240.78,2025-01-18 11:19:09,Slatina,120.145.149.235,phone,online,2,0
589,109,1173.34,2025-04-12 10:25:13,Bucharest,25.113.104.35,laptop,online,0,0
590,278,309.35,2024-06-01 17:23:22,Cluj,206.117.97.28,laptop,online,0,0
591,121,2413.22,2025-04-28 23:53:30,Berlin,85.166.16.243,laptop,online,3,0
592,401,1518.18,2025-05-19 13:46:56,New York,150.34.159.218,laptop,in-person,0,0
593,113,2204.53,2024-10-17 13:06:31,Bucharest,41.246.138.25,computer,in-person,3,0
594,491,699.3,2025-03-23 20:44:23,Berlin,238.196.147.185,laptop,online,3,0
595,334,1614.23,2024-11-19 00:39:52,Craiova,25.200.30.172,laptop,online,3,0
596,237,386.87,2025-03-13 15:17:31,Berlin,40.208.249.97,laptop,online,0,0
597,123,652.2,2024-05-26 23:05:30,Bucharest,177.227.204.252,phone,in-person,6,0
598,291,852.29,2025-04-22 05:36:05,Los Angeles,93.48.37.112,computer,online,3,0
599,160,1999.56,2024-08-29 20:38:23,Los Angeles,107.95.160.147,computer,in-person,2,0
600,399,2051.14,2024-06-16 23:14:47,Sydney,100.50.185.233,laptop,in-person,2,1
601,234,2067.48,2025-01-05 06:49:55,Miami,196.34.161.124,computer,in-person,1,0
602,104,2109.1,2024-08-16 08:57:33,Craiova,244.67.86.241,computer,online,0,0
603,364,1518.29,2024-12-21 15:48:13,Constanta,140.44.252.54,computer,online,0,0
604,241,2023.54,2024-08-06 02:02:41,Paris,209.230.66.107,phone,online,0,0
605,224,1841.36,2025-03-04 19:44:52,Tokyo,220.33.210.251,phone,in-person,4,0
606,396,2168.52,2025-01-07 04:07:34,Sydney,57.1.122.227,phone,in-person,1,0
607,440,2064.58,2025-04-02 16:58:03,Los Angeles,25.23.209.177,phone,online,1,0
608,498,2181.05,2025-04-25 15:25:52,London,250.251.136.113,phone,in-person,2,0
609,215,2609.95,2024-10-02 03:29:51,New York,97.250.161.130,phone,online,1,0
610,24,812.58,2024-08-19 03:13:29,Miami,235.182.108.118,laptop,in-person,3,0
611,3,977.0,2024-08-17 08:35:34,London,78.185.190.198,computer,in-person,1,0
612,268,1597.65,2024-09-07 09:50:13,Slatina,33.194.31.182,laptop,online,1,0
613,48,1290.59,2025-04-13 15:52:03,Cluj,207.73.253.10,laptop,online,5,0
614,37,1483.74,2024-10-14 19:43:29,Craiova,224.147.230.222,laptop,in-person,2,0
615,172,473.75,2024-11-22 01:55:39,Constanta,251.150.34.124,laptop,online,2,0
616,290,1486.12,2024-12-12 10:54:48,Sydney,116.225.132.68,computer,in-person,0,0
617,256,469.99,2024-10-13 05:56:26,Bucharest,142.151.195.155,phone,online,2,0
618,340,183.77,2024-08-13 10:33:57,New York,162.139.203.72,phone,in-person,4,0
619,37,314.39,2025-02-04 00:29:59,Berlin,64.108.215.171,computer,online,1,0
620,499,2424.17,2025-03-23 19:05:11,Miami,10.213.201.54,phone,online,1,1
621,373,721.8,2024-12-14 09:29:21,Paris,6.229.71.240,computer,in-person,1,0
622,260,418.66,2024-05-22 11:56:30,Cluj,211.8.58.227,phone,in-person,2,0
